booking_id,passenger_id,flight_id,route_key,airline_key,date_key,status,seat_number,total_paid_amount,payment_count
B1184,P1108,6F232,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20250801,PENDING,28E,0.0,0
B1185,P1371,SJ228,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250816,CANCELLED,25E,13080.31,1
B1186,P1356,SJ074,8ff2523fe27e0b381e5ec1a14e29a704,fe10005e6631d2c82bc640a5b707027e,20260404,CONFIRMED,1B,0.0,0
B1187,P1180,UK229,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20250804,PENDING,7F,6625.76,1
B1188,P1355,AI208,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260404,CONFIRMED,6A,0.0,0
B1189,P1675,AI019,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20251123,CONFIRMED,14F,0.0,0
B1190,P1067,6F029,c43ed166a8fa9fe1e85762faa8bf124b,143c0deac2b49915503dd16a9f5462ba,20250523,PENDING,12B,0.0,0
B1191,P1291,6F018,cf98c283c13881769b3b684c7653eba9,143c0deac2b49915503dd16a9f5462ba,20250427,CONFIRMED,25B,0.0,0
B1192,P1691,AI059,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250623,CANCELLED,7D,0.0,0
B1193,P1180,AI159,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20250522,PENDING,13D,0.0,0
B1194,P1465,6F091,3994560a2c713f116680d065b7d4c478,143c0deac2b49915503dd16a9f5462ba,20250711,CONFIRMED,14F,0.0,0
B1195,P1433,6F084,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20250720,CANCELLED,10B,19224.28,2
B1196,P1463,UK170,c43ed166a8fa9fe1e85762faa8bf124b,d813685481e1e769c9968895601aa06a,20260115,CANCELLED,20C,0.0,0
B1197,P1680,UK212,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20250519,CONFIRMED,2E,8876.86,1
B1198,P1913,SJ022,cf98c283c13881769b3b684c7653eba9,fe10005e6631d2c82bc640a5b707027e,20250616,INVALID,29A,1830.32,1
B1199,P1533,SJ075,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20251213,PENDING,30E,13499.52,2
B1200,P1065,UK177,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20250917,CONFIRMED,16B,30813.57,3
B1201,P1020,UK206,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260201,CANCELLED,3A,7338.75,1
B1202,P1611,UK079,cf98c283c13881769b3b684c7653eba9,d813685481e1e769c9968895601aa06a,20250429,CANCELLED,29C,1973.12,1
B1203,P1383,UK040,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20250621,CONFIRMED,3B,12774.63,1
B1204,P1811,AI034,dd9b7f73506b86ec79aa343e64a2fb35,1d96baf00ff457518c392cdbc36d081e,20250725,CONFIRMED,30A,14106.07,1
B1205,P1614,UK034,cf98c283c13881769b3b684c7653eba9,d813685481e1e769c9968895601aa06a,20251018,CONFIRMED,23F,10452.65,1
B1206,P1558,AI088,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,1d96baf00ff457518c392cdbc36d081e,20250702,CONFIRMED,13A,0.0,0
B1207,P1038,AI128,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20250611,PENDING,26A,10823.99,1
B1208,P1284,SJ052,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250722,INVALID,9A,22071.57,2
B1209,P1821,AI233,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20251215,PENDING,3A,10307.2,1
B1210,P1601,AI012,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260120,PENDING,3C,0.0,0
B1211,P1596,AI084,225fb0760ffcd1233b1e4a61a511e724,1d96baf00ff457518c392cdbc36d081e,20250707,CONFIRMED,34A,0.0,0
B1212,P1784,6F126,edec40d16277592f865f6f96d12c6237,143c0deac2b49915503dd16a9f5462ba,20250708,PENDING,34B,8421.62,1
B1213,P1335,SJ061,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250616,CONFIRMED,2E,0.0,0
B1214,P1187,UK194,24879a2de7527581c3dbc2294134abe5,d813685481e1e769c9968895601aa06a,20250814,UNKNOWN,23B,0.0,0
B1215,P1670,AI135,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20250808,CANCELLED,28C,11951.15,2
B1216,P1242,6F238,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20251209,CONFIRMED,10A,19165.81,3
B1217,P1072,6F092,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260319,CANCELLED,32C,0.0,0
B1218,P1478,AI213,8a783a606a385b3bfe750ffd23c30c03,1d96baf00ff457518c392cdbc36d081e,20251113,PENDING,2D,0.0,0
B1219,P1973,UK193,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20260215,CANCELLED,1B,0.0,0
B1220,P1560,6F178,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20260404,PENDING,29C,11075.72,1
B1221,P1100,AI158,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20260306,CONFIRMED,19D,18797.11,2
B1222,P1513,UK208,8ff2523fe27e0b381e5ec1a14e29a704,d813685481e1e769c9968895601aa06a,20260330,PENDING,8A,0.0,0
B1223,P1755,6F056,127ab6733de551c1aea35612b818c8d5,143c0deac2b49915503dd16a9f5462ba,20260409,UNKNOWN,15A,1794.08,1
B1224,P1175,UK185,317ae26badc5745d08250ee7a733dd0c,d813685481e1e769c9968895601aa06a,20251026,CONFIRMED,1E,0.0,0
B1225,P1237,AI163,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20260113,PENDING,4D,3894.65,1
B1226,P1909,AI112,cf98c283c13881769b3b684c7653eba9,1d96baf00ff457518c392cdbc36d081e,20250823,CONFIRMED,15C,8968.11,1
B1227,P1058,AI227,9f16374b2c912e79e7314809f36c7172,1d96baf00ff457518c392cdbc36d081e,20251023,CANCELLED,12A,0.0,0
B1228,P1864,SJ083,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260417,CONFIRMED,29D,11716.58,2
B1229,P1098,UK073,3994560a2c713f116680d065b7d4c478,d813685481e1e769c9968895601aa06a,20260207,CONFIRMED,13F,0.0,0
B1230,P1953,6F169,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20250429,PENDING,6C,4531.77,1
B1231,P1870,UK154,a51d75f60b5853f2ce43d68ddc769a90,d813685481e1e769c9968895601aa06a,20260406,CANCELLED,27D,11556.42,2
B1232,P1953,SJ169,127ab6733de551c1aea35612b818c8d5,fe10005e6631d2c82bc640a5b707027e,20251006,CONFIRMED,32F,0.0,0
B1233,P1494,6F187,127ab6733de551c1aea35612b818c8d5,143c0deac2b49915503dd16a9f5462ba,20250513,CANCELLED,5F,1617.29,1
B1234,P1946,UK210,8ff2523fe27e0b381e5ec1a14e29a704,d813685481e1e769c9968895601aa06a,20251121,CANCELLED,33A,7984.22,1
B1236,P1513,AI062,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,1d96baf00ff457518c392cdbc36d081e,20250705,CONFIRMED,25A,0.0,0
B1237,P1754,AI047,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20251116,UNKNOWN,15B,0.0,0
B1238,P1296,SJ186,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20251020,UNKNOWN,8E,3231.46,1
B1239,P1210,AI217,cae609ae5d68de9a8792d0e2117d4ded,1d96baf00ff457518c392cdbc36d081e,20251117,CANCELLED,30A,8821.9,1
B1240,P1122,UK100,cae609ae5d68de9a8792d0e2117d4ded,d813685481e1e769c9968895601aa06a,20251231,CONFIRMED,17A,12241.53,1
B1241,P1228,UK116,24879a2de7527581c3dbc2294134abe5,d813685481e1e769c9968895601aa06a,20251216,CONFIRMED,10A,0.0,0
B1242,P1593,6F036,cae609ae5d68de9a8792d0e2117d4ded,143c0deac2b49915503dd16a9f5462ba,20251201,CANCELLED,26C,0.0,0
B1243,P1655,AI175,225fb0760ffcd1233b1e4a61a511e724,1d96baf00ff457518c392cdbc36d081e,20260122,CANCELLED,29E,0.0,0
B1244,P1387,UK051,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20250818,CONFIRMED,27D,4953.56,1
B1245,P1139,6F201,24879a2de7527581c3dbc2294134abe5,143c0deac2b49915503dd16a9f5462ba,20260417,UNKNOWN,26A,3162.91,1
B1246,P1540,6F230,cae609ae5d68de9a8792d0e2117d4ded,143c0deac2b49915503dd16a9f5462ba,20260409,CONFIRMED,33B,11516.06,1
B1247,P1390,SJ138,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20250813,CANCELLED,15F,7658.69,1
B1248,P1269,AI246,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20260304,PENDING,16B,0.0,0
B1249,P1758,6F179,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20250606,CANCELLED,26B,5024.44,2
B1250,P1011,6F031,c43ed166a8fa9fe1e85762faa8bf124b,143c0deac2b49915503dd16a9f5462ba,20260128,CANCELLED,16F,6497.92,1
B1251,P1866,UK015,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250830,PENDING,29A,6952.65,1
B1252,P1388,UK001,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20250421,CANCELLED,27C,1480.08,1
B1253,P1336,6F133,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260227,CANCELLED,15E,16182.17,2
B1254,P1505,6F143,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20250722,CANCELLED,5D,0.0,0
B1255,P1105,UK165,cf98c283c13881769b3b684c7653eba9,d813685481e1e769c9968895601aa06a,20250922,CANCELLED,23F,1412.67,1
B1256,P1031,6F083,b871fbfcad03d855bfddf41229297608,143c0deac2b49915503dd16a9f5462ba,20250810,CANCELLED,22B,2040.64,1
B1257,P1073,AI082,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250819,CANCELLED,11C,13028.65,1
B1258,P1170,AI164,cf98c283c13881769b3b684c7653eba9,1d96baf00ff457518c392cdbc36d081e,20251028,CANCELLED,21F,0.0,0
B1259,P1848,SJ155,8ff2523fe27e0b381e5ec1a14e29a704,fe10005e6631d2c82bc640a5b707027e,20260119,CANCELLED,31F,12805.67,1
B1260,P1068,AI189,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20260104,CANCELLED,1D,16293.859999999999,3
B1261,P1812,SJ057,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20251221,CONFIRMED,34A,0.0,0
B1262,P1361,SJ198,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20250507,CONFIRMED,16F,10619.2,2
B1263,P1648,6F122,cf98c283c13881769b3b684c7653eba9,143c0deac2b49915503dd16a9f5462ba,20260103,CANCELLED,6C,12480.9,2
B1264,P1432,SJ097,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260415,CONFIRMED,12A,8599.61,2
B1265,P1928,UK203,6ae5133ee42f35cd132a43580eeb7688,d813685481e1e769c9968895601aa06a,20250806,PENDING,28F,0.0,0
B1266,P1995,UK093,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20260116,CONFIRMED,27F,14431.32,1
B1267,P1099,AI205,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20250521,CANCELLED,32A,16308.98,2
B1268,P1657,AI102,cae609ae5d68de9a8792d0e2117d4ded,1d96baf00ff457518c392cdbc36d081e,20260116,INVALID,12A,13289.27,1
B1269,P1008,6F046,cf98c283c13881769b3b684c7653eba9,143c0deac2b49915503dd16a9f5462ba,20250906,CONFIRMED,4C,21299.7,2
B1270,P1573,SJ017,317ae26badc5745d08250ee7a733dd0c,fe10005e6631d2c82bc640a5b707027e,20250602,UNKNOWN,22E,0.0,0
B1271,P1696,6F156,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20251020,PENDING,28B,12211.33,1
B1272,P1028,AI068,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20250718,PENDING,19A,30432.86,3
B1273,P1892,AI150,04f5fd88e0d3bf5692833a97649697b6,1d96baf00ff457518c392cdbc36d081e,20250605,UNKNOWN,28B,9142.12,2
B1274,P1113,UK008,cae609ae5d68de9a8792d0e2117d4ded,d813685481e1e769c9968895601aa06a,20251015,PENDING,20D,8582.34,1
B1275,P1461,6F166,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250711,PENDING,18F,0.0,0
B1276,P1920,6F177,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20250715,CONFIRMED,1A,9396.07,1
B1277,P1142,AI196,a51d75f60b5853f2ce43d68ddc769a90,1d96baf00ff457518c392cdbc36d081e,20260119,PENDING,12E,0.0,0
B1278,P1389,SJ191,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20250809,CONFIRMED,5B,0.0,0
B1279,P1631,6F019,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20250510,UNKNOWN,28C,5467.05,1
B1280,P1681,AI226,6ae5133ee42f35cd132a43580eeb7688,1d96baf00ff457518c392cdbc36d081e,20260412,CONFIRMED,33B,0.0,0
B1281,P1156,SJ207,8ff2523fe27e0b381e5ec1a14e29a704,fe10005e6631d2c82bc640a5b707027e,20260121,CANCELLED,4A,4413.8,1
B1282,P1334,AI009,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20251230,CANCELLED,8B,0.0,0
B1283,P1860,AI103,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20250508,INVALID,29D,8606.06,2
B1284,P1259,SJ127,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20260222,CANCELLED,25F,12706.73,2
B1285,P1081,UK188,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260326,CANCELLED,25B,1207.32,1
B1286,P1753,6F010,cf98c283c13881769b3b684c7653eba9,143c0deac2b49915503dd16a9f5462ba,20250925,INVALID,33B,0.0,0
B1287,P1440,SJ098,89b74decd3097ce93ec4cccfa8379efc,fe10005e6631d2c82bc640a5b707027e,20251213,CANCELLED,5F,22303.69,2
B1288,P1944,6F058,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20251211,PENDING,18C,9254.89,2
B1289,P1171,SJ030,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20260323,PENDING,24F,12016.99,1
B1290,P1230,UK175,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250726,CANCELLED,16F,13471.57,1
B1291,P1719,SJ108,6ae5133ee42f35cd132a43580eeb7688,fe10005e6631d2c82bc640a5b707027e,20260401,PENDING,28E,4129.39,1
B1292,P1074,6F075,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250803,CONFIRMED,7C,22109.52,2
B1293,P1269,UK222,4c4c8887c010c37d7c415aee9e223b86,d813685481e1e769c9968895601aa06a,20250831,CONFIRMED,25F,6227.3,1
B1295,P1625,AI096,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20251229,CANCELLED,14B,0.0,0
B1296,P1061,AI216,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20251223,CANCELLED,1B,0.0,0
B1297,P1873,6F193,127ab6733de551c1aea35612b818c8d5,143c0deac2b49915503dd16a9f5462ba,20260123,PENDING,8A,0.0,0
B1298,P1319,SJ194,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20260102,PENDING,6C,0.0,0
B1299,P1101,SJ020,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20250911,CONFIRMED,16F,8842.93,1
B1300,P1428,6F070,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20250614,PENDING,21C,0.0,0
B1301,P1873,AI051,71ffb94c38439501b7cb7532b20299ce,1d96baf00ff457518c392cdbc36d081e,20250903,CONFIRMED,12A,14671.03,1
B1302,P1721,UK219,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20251227,PENDING,3D,24221.91,3
B1303,P1953,AI235,6ae5133ee42f35cd132a43580eeb7688,1d96baf00ff457518c392cdbc36d081e,20251213,CONFIRMED,20A,19672.949999999997,2
B1304,P1254,6F022,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20251213,INVALID,18E,0.0,0
B1305,P1531,SJ114,bc77046451bd9d63487f804a25d5b6fc,fe10005e6631d2c82bc640a5b707027e,20250928,PENDING,13C,13844.39,1
B1306,P1569,SJ076,317ae26badc5745d08250ee7a733dd0c,fe10005e6631d2c82bc640a5b707027e,20251201,CONFIRMED,30A,9753.04,1
B1307,P1111,UK227,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20260126,PENDING,32E,26271.33,2
B1308,P1984,UK135,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20250722,CANCELLED,30D,21710.67,2
B1309,P1312,AI234,127ab6733de551c1aea35612b818c8d5,1d96baf00ff457518c392cdbc36d081e,20250506,CONFIRMED,30F,0.0,0
B1310,P1997,6F113,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250820,PENDING,5D,7370.22,1
B1311,P1460,SJ206,8ff2523fe27e0b381e5ec1a14e29a704,fe10005e6631d2c82bc640a5b707027e,20251116,PENDING,9D,0.0,0
B1312,P1707,AI015,3994560a2c713f116680d065b7d4c478,1d96baf00ff457518c392cdbc36d081e,20260329,UNKNOWN,6E,0.0,0
B1313,P1886,6F260,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20250516,CANCELLED,33E,0.0,0
B1314,P1461,AI061,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20250428,CONFIRMED,19C,7529.51,1
B1315,P1864,6F237,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260326,PENDING,9C,0.0,0
B1316,P1091,SJ099,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260106,PENDING,27C,11302.63,1
B1317,P1051,SJ146,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20260224,CANCELLED,21F,33282.71,3
B1318,P1804,SJ146,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20250523,CANCELLED,29B,4594.77,1
B1319,P1519,6F071,8ff2523fe27e0b381e5ec1a14e29a704,143c0deac2b49915503dd16a9f5462ba,20250504,CONFIRMED,4C,5359.26,1
B1320,P1811,6F272,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20250813,PENDING,6C,22159.09,2
B1321,P1097,SJ029,bc77046451bd9d63487f804a25d5b6fc,fe10005e6631d2c82bc640a5b707027e,20260212,PENDING,13A,0.0,0
B1322,P1235,UK084,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,d813685481e1e769c9968895601aa06a,20250727,CONFIRMED,6E,0.0,0
B1323,P1900,SJ048,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260206,CONFIRMED,14D,0.0,0
B1324,P1373,AI108,3994560a2c713f116680d065b7d4c478,1d96baf00ff457518c392cdbc36d081e,20260204,CANCELLED,33B,7543.0,1
B1325,P1580,SJ134,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250811,CANCELLED,3B,4503.45,1
B1326,P1926,UK146,127ab6733de551c1aea35612b818c8d5,d813685481e1e769c9968895601aa06a,20251031,CONFIRMED,14F,0.0,0
B1327,P1556,SJ036,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20250924,CONFIRMED,26C,13822.99,1
B1328,P1648,6F202,10db3418b17657f44f554b3a79b69f30,143c0deac2b49915503dd16a9f5462ba,20251101,PENDING,33B,0.0,0
B1329,P1233,UK041,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20260213,CONFIRMED,22C,6401.38,1
B1330,P1031,6F078,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20251206,CONFIRMED,23A,0.0,0
B1331,P1288,AI097,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20250703,PENDING,22C,7131.5,1
B1332,P1637,UK159,cae609ae5d68de9a8792d0e2117d4ded,d813685481e1e769c9968895601aa06a,20260115,CONFIRMED,7D,4183.32,1
B1333,P1578,UK044,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250906,CANCELLED,12B,4610.9,2
B1334,P1541,6F176,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20250927,CANCELLED,6F,0.0,0
B1335,P1113,SJ221,a51d75f60b5853f2ce43d68ddc769a90,fe10005e6631d2c82bc640a5b707027e,20260211,PENDING,4A,0.0,0
B1336,P1203,6F112,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20250703,CONFIRMED,22A,0.0,0
B1337,P1028,6F246,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20251020,INVALID,4C,0.0,0
B1338,P1642,6F014,317ae26badc5745d08250ee7a733dd0c,143c0deac2b49915503dd16a9f5462ba,20260221,CANCELLED,14C,0.0,0
B1339,P1473,AI237,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20250917,CANCELLED,28A,0.0,0
B1340,P1696,6F003,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20251214,CANCELLED,12E,0.0,0
B1341,P1252,6F249,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20250704,CONFIRMED,5A,9263.24,1
B1342,P1797,UK149,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,d813685481e1e769c9968895601aa06a,20250429,CONFIRMED,4A,19003.28,2
B1343,P1904,SJ163,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20260308,CONFIRMED,9F,0.0,0
B1344,P1921,SJ243,b871fbfcad03d855bfddf41229297608,fe10005e6631d2c82bc640a5b707027e,20260328,CONFIRMED,1D,0.0,0
B1345,P1385,UK113,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20250606,CANCELLED,1A,0.0,0
B1346,P1061,AI071,127ab6733de551c1aea35612b818c8d5,1d96baf00ff457518c392cdbc36d081e,20250607,PENDING,30E,0.0,0
B1347,P1514,6F271,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260207,PENDING,22A,12000.54,1
B1348,P1429,SJ015,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250605,CANCELLED,27E,0.0,0
B1349,P1579,UK047,6ae5133ee42f35cd132a43580eeb7688,d813685481e1e769c9968895601aa06a,20251119,CANCELLED,9E,11101.75,1
B1350,P1536,UK020,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260204,PENDING,12A,30051.37,3
B1351,P1690,AI122,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20250903,PENDING,27F,14687.44,1
B1352,P1140,UK223,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20251020,CANCELLED,17D,12219.85,2
B1353,P1742,6F148,24879a2de7527581c3dbc2294134abe5,143c0deac2b49915503dd16a9f5462ba,20250919,CANCELLED,15F,0.0,0
B1354,P1299,SJ162,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20251214,CONFIRMED,34A,10023.88,1
B1355,P1674,6F127,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20260330,CONFIRMED,28B,14298.510000000002,2
B1356,P1310,AI173,bc77046451bd9d63487f804a25d5b6fc,1d96baf00ff457518c392cdbc36d081e,20251110,PENDING,11F,0.0,0
B1357,P1470,6F065,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260205,UNKNOWN,14A,6983.72,1
B1358,P1392,AI053,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250622,PENDING,20A,0.0,0
B1359,P1641,AI241,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20251022,CONFIRMED,14E,21566.809999999998,3
B1360,P1444,AI105,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250615,UNKNOWN,18D,0.0,0
B1361,P1757,AI110,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20250824,PENDING,13F,5339.72,1
B1362,P1808,AI252,bc77046451bd9d63487f804a25d5b6fc,1d96baf00ff457518c392cdbc36d081e,20251022,CONFIRMED,15B,0.0,0
B1363,P1171,AI149,225fb0760ffcd1233b1e4a61a511e724,1d96baf00ff457518c392cdbc36d081e,20251214,CANCELLED,3B,8554.62,1
B1364,P1575,AI224,96cabcf3c0a98d19c08ef1c8eeba1154,1d96baf00ff457518c392cdbc36d081e,20250909,PENDING,23F,14123.66,3
B1365,P1030,UK158,127ab6733de551c1aea35612b818c8d5,d813685481e1e769c9968895601aa06a,20250703,CANCELLED,15B,0.0,0
B1366,P1046,6F125,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250505,CANCELLED,25E,0.0,0
B1367,P1129,UK164,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20251214,CONFIRMED,18A,2379.52,1
B1368,P1351,UK007,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20251226,CANCELLED,1E,21921.94,3
B1369,P1977,6F118,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20260318,PENDING,15F,18103.68,2
B1370,P1844,SJ004,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,fe10005e6631d2c82bc640a5b707027e,20260101,CANCELLED,19C,16512.64,2
B1371,P1621,6F206,dd9b7f73506b86ec79aa343e64a2fb35,143c0deac2b49915503dd16a9f5462ba,20250925,CANCELLED,15E,0.0,0
